Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,Año_colision,mes_colision,OperadOR Militar,OperadOR no Militar,crashed,failure,weather,other,nuevo_id
"Polk, Pennsylvania",National Air Transport,Douglas M-4,1,0,1,1,0,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.,1928,10,0,1,1,0,1,0,4561
"Valence, France",Air Union,Bleriot Spad 56,2,1,1,1,0,1,0,The pilot attempted an emergency landing in a muddy field and crashed.,1928,10,0,1,1,0,0,0,4560
"Edgerton, Ohio",Universal Airlines,Hamilton H-47,3,2,1,3,2,1,0,The mail plane crashed in a heavy snow storm.,1928,11,0,1,1,0,0,0,4559
"Edgerton, Ohio",Continental Air Lines,Travel Air 4000,1,0,1,1,0,1,0,The mail plane crashed in a heavy snow storm,1928,11,0,1,1,0,0,0,4558
"Bristolville, Ohio",National Air Transport,Douglas M-4,1,0,1,1,0,1,0,The mail plane crashed in a snow storm.,1928,11,0,1,1,0,0,0,4557
"Spur, Texas",Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,5,4,1,5,4,1,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.,1928,12,0,1,1,0,0,0,4556
"Near Rio de Janeiro,Brazil",Syndicato Condor,Dornier Wal,14,9,5,14,9,5,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",1928,12,0,1,0,0,0,1,4555
"Spokan, Washington",Spokane Airways,Ford Tri-motor 4,5,3,2,5,3,2,0,The aircraft crashed while attempting to land in fog.,1928,12,0,1,1,0,0,0,4554
"Letzlingen, Germany",Deutsche Lufthansa,Junkers G-31,4,1,3,3,0,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames.",1928,12,0,1,1,0,0,0,4553
"Huron, Ohio",National Air Transport,Douglas M-4,1,0,1,1,0,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.,1928,12,0,1,1,0,0,0,4552
"Chattanooga, Tennessee",Interstate Airlines,Fairchild FC-2,4,3,1,4,3,1,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.,1928,12,0,1,1,0,0,0,4551
"Reims, France",CIDNA,Blériot Spad 66,3,2,1,2,2,0,0,Crashed into high ground in fog.,1928,12,0,1,1,0,0,0,4550
"Stafford Springs, Connecticut",Colonial Air Transport,Fairchild FC-2,1,0,1,1,0,1,0,Struck a mountain slope  in poor weather.,1929,1,0,1,0,0,1,0,4549
"Cove, Oregon",Varney Air Lines,Stearman C-38,1,0,1,1,0,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.,1929,1,0,1,0,0,0,1,4548
"Near Corfu, Greece",Aeroespresso,CMASA Wal,9,7,2,2,7,2,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.,1929,1,0,1,0,0,1,0,4547
Off Morocco,Aeropostale,Latecoere 26,2,0,2,2,0,2,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons.",1929,1,0,1,1,0,0,0,4546
"Morgantown, West Virginia",Skyline Transportation Company,Travel Air 4000,1,0,1,1,0,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence.",1929,1,0,1,0,0,0,1,4545
"Newark, New Jersey",Colonial Western Airlines,Ford 5-AT-B Tri Motor,15,13,2,14,13,1,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.,1929,3,0,1,1,1,0,0,4544
"Near Beaumont, California",New Standard Airlines,Fokker F-VIIA,4,3,1,4,3,1,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.",1929,3,0,1,1,0,0,0,4543
"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9D,6,3,3,6,3,3,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.",1929,4,1,0,0,0,0,1,4542
"Tampico, Mexico",Mexicana,Ford Tri-motor 4,5,4,1,5,4,1,0,"An engine failed, the plane stalled and crashed.",1929,5,0,1,1,0,0,0,4541
"Tököl,  Pest Hungary",MALERT,Fokker F-III,2,0,2,2,0,2,0,A wing separated in flight and the plane crashed.,1929,5,0,1,1,0,0,0,4540
Algiers,Aeropostale,Cams 53,6,3,3,4,3,2,0,The plane collided with a submerged object while taking off.,1929,5,0,1,0,0,0,1,4539
"Santiago de Cuba, Cuba",Pan American Airways,Fokker F-X,5,1,4,2,1,1,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus"".",1929,6,0,1,1,0,0,0,4538
"Barcelona, Spain",Aeropostale,Breguet 14,2,0,2,1,0,1,0,"Took off, lost power and altitude and crashed into a telegraph tower.",1929,6,0,1,1,0,0,0,4537
"Off Dungeness, England",Imperial Airways,Handley Page W-10,13,11,2,7,7,0,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa.""",1929,6,0,1,0,1,0,0,4536
"St. Paul, Minnesota",Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,8,6,2,1,0,1,0,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.,1929,6,0,1,0,0,0,1,4535
"Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,Domier Delphin III (flying boat),5,4,1,5,4,1,0,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.,1929,6,0,1,1,0,0,0,4534
"Columbus, Ohio",Continental Air Lines,Travel Air 4000,1,0,1,1,0,1,0,The mail plane crashed into an antenna mast in fog and low visibility and burned.,1929,6,0,1,1,0,0,0,4533
"Clovis, New Mexico",Middle States Airlines,Lockheed 5 Vega,4,2,2,4,2,2,0,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances.",1929,8,0,1,1,0,0,0,4532
"Sochi, Russia",Ukvozduchput,Kalinin K-4,1,0,1,1,0,1,0,Crashed under unknown circumstances.,1929,8,0,1,1,0,0,0,4531
"Elm, Germany",Deutsche Lufthansa,Fokker FG II,5,4,1,4,3,1,0,The aorcraft hit a hill in fog and poor visibility.,1929,8,0,1,0,0,0,1,4530
"Needles, California",Associated Aviators,Lockheed Vega,2,0,2,1,0,1,0,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety.,1929,9,0,1,1,0,0,0,4529
"Mt. Taylor, near Grants, New Mexico",Trans Continental Air Transport,Ford 5-AT-B Tri Motor,8,5,3,8,5,3,0,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco.""",1929,9,0,1,1,0,0,0,4528
"Jask, Iran",Imperial Airways,de Havilland DH-66 Hercules,5,2,3,3,1,2,0,"At night, the aircraft crashed short of the runway in low visibility.",1929,9,0,1,1,0,0,0,4527
North Atlantic Ocean,Aeropostale,Latecoere 25,6,4,2,6,4,2,0,"Crashed at sea, 30 miles from Larache, Morocco for unknown reasons.",1929,9,0,1,1,0,0,0,4526
"Saint Catharines, Ontario",Skyways,Travel Air 6000,6,5,1,6,5,1,0,The aircraft went out of control and crashed for unknown reasons.,1929,9,0,1,1,0,0,0,4525
"Mt Lamentation, Connecticut",Colonial Air Transport,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0,The mail plane crashed into Mt. Lamentation in fog and burst into flames.,1929,9,0,1,1,0,0,0,4524
"Off Larache, Morocco",Aeropostale,Latecoere 25-3-R,5,3,2,5,3,2,0,Crashed into the Mediterranean for unknown reasons.,1929,9,0,1,1,0,0,0,4523
"Jacumba, California",Pickwick Airways,Fairchild 71,2,0,2,1,0,1,0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,1929,9,0,1,1,0,0,0,4522
"Off Spezia, Italy",Imperial Airways,Short Calcutta (flying boat),7,5,2,7,5,2,0,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome.""",1929,10,0,1,0,0,0,1,4521
"Mount Vernon, Ohio",Continental Air Lines,Stearman C-38,1,0,1,1,0,1,0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.,1929,10,0,1,1,0,0,0,4520
"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2C,2,0,2,2,0,2,0,The air taxi crashed into Puget Sound as it attempted to take off.,1929,10,0,1,1,0,0,0,4519
"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,Lockheed Vega 5,4,3,1,4,3,1,0,The mail plane crashed in dense fog.,1929,11,0,1,1,0,0,0,4518
"Near Godstone, Surrey, England",Deutsche Lufthansa,Junkers G-24,8,4,4,7,3,4,0,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog.",1929,11,0,1,1,0,0,0,4517
"Off Corsica, France",Air Union,Liore et Olivier 190,3,0,3,3,0,3,0,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found.",1929,11,0,1,1,0,0,0,4516
"Terranova Pausania, East Sardinia",S.A.M. Società Aerea Mediterranea,Savoia Marchetti S55,12,9,3,1,1,0,0,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.,1929,11,0,1,1,0,0,0,4515
"Vancouver, Washington",Varney Air Lines,Stearman M-2 Speedmail,1,0,1,1,0,1,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,1929,11,0,1,1,0,0,0,4514
"Chagrin Falls, Ohio",National Air Transport,Douglas M-3,1,0,1,1,0,1,0,The mail plane crashed en route during a storm.,1929,12,0,1,1,0,0,0,4513
"Near Berlin, Germany",Deutsche Lufthansa,Arado V1,3,0,2,2,0,2,0,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport.",1929,12,0,1,1,0,0,0,4512
"Amarillo, Texas",Trans Continental Air Transport,Travel Air B6000,5,3,2,5,3,2,0,Crashed onto a golf course  while on approach during a demonstration flight.,1929,12,0,1,1,0,0,0,4511
"Brawnson, Nebraska",Boeing Air Transport,Boeing 95,1,0,1,1,0,1,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.,1930,1,0,1,0,0,0,1,4510
"Antananarivo, Madagascar",Air Orient,Farman 190,3,0,3,3,0,3,0,Crrashed moments after taking off from Port-Francqui.,1930,1,0,1,0,0,0,1,4509
"Oceanside, California",Maddux Airlines,Ford 5-AT-C Tri Motor,16,14,2,16,14,2,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control.",1930,1,0,1,1,0,1,0,4508
"Off Ceuta, Spain",Aeropostale,Latecoere 25,2,0,2,2,0,2,0,Ran into thunderstorms and crashed into the sea.,1930,1,0,1,1,0,0,0,4507
"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),Travel Air A6000A,5,4,1,5,4,1,0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.",1930,1,0,1,0,0,0,1,4506
"Hartford, Connecticut",Colonial Air Transport,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0,While attempting to land the plane struck a building and fell into the Connecticut river.,1930,2,0,1,0,0,0,1,4505
"Marden, England",Air Union,Farman F-63,6,3,3,2,2,0,0,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well.",1930,2,0,1,1,0,0,0,4504
"Jersey City, New Jersey",Canadian Colonial Airways,Fairchild 71,4,3,1,4,3,1,0,Crashed into power lines 150 feet above the ground in fog.,1930,4,0,1,1,0,0,0,4503
"Buenos Aires, Argentina",Aeropostale,Latecoere 28,4,2,2,3,1,2,0,"While flying in foggy conditions at night, the captain lowered his altitude, hit a wave and fiipped over.",1930,5,0,1,0,0,0,1,4502
"Boston, Massachusetts",Colonial Air Transport,Ford Tri-Motor 5,15,13,2,1,1,0,0,Crashed into Boston Harbor after losing the right  engine on takeoff.,1930,6,0,1,1,0,0,0,4501
"Bornholm, Denmark",Deutsche Lufthansa,Dornier Wal,8,5,3,5,4,1,0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave while under tow.",1930,7,0,1,0,1,0,0,4500
"Arkansas Pass, Texas",Cross Airways,Lockheed Vega 5,5,4,1,5,4,1,0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.",1930,7,0,1,0,0,0,1,4499
"Near Meopham, Kent, England",Walcot Air Line,Junkers F-13ge,6,4,2,6,4,2,0,The plane crashed about 10 miles from it's destination. Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer.,1930,7,0,1,1,0,0,0,4498
"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,Ford 5-AT-C Tri Motor,11,10,1,10,9,1,0,Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft.,1930,8,0,1,1,0,0,0,4497
"Croydon, England",Sabena,Sabca F-VII,2,0,2,2,0,2,0,The plane caught on file shortly after taking off from Croydon.,1930,9,0,1,0,0,0,1,4496
"Edmonton, Alberta, Canada",Western Canada Airways,Boeing 40,3,2,1,3,2,1,0,The air mail plane crashed in fog  while attempting to land in fog.,1930,9,0,1,1,0,0,0,4495
"Dresden, Germany",Deutsche Lufthansa,Messerschmitt M-20B,8,6,2,8,6,2,0,Crashed into hill while attempting to land after running into a strong gust of wind..,1930,10,0,1,1,0,0,0,4494
"La Rache, Morocco",Aeropostale,Latecoere 28,4,3,1,4,3,1,0,The french postal plane crashed into mountains.,1930,10,0,1,1,0,0,0,4493
"Prince Rupert, BC, Canada",Alaska-Washington Airways,Lockheed Vega,3,2,1,3,2,1,0,Crashed while taking off.,1930,10,0,1,1,0,0,0,4492
"Near Neufchatel, France",Imperial Airways,Handley Page W-8,6,3,3,3,2,1,0,"Crashed into high ground in fog after losing an engine. The plane was named ""City of Washington.""",1930,10,0,1,1,0,0,0,4491
"Brookston, Indiana",Embry Riddle Company,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.,1930,10,0,1,0,0,0,1,4490
"Off of Santos, Brazil",Syndicato Condor,Junkers G-24,9,8,1,1,1,0,0,Crashed into the sea.,1930,11,0,1,1,0,0,0,4489
"Shanghai, China",China National Aviation Corporation,Loening C-W Air Yaht,6,4,2,4,2,2,0,"The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named ""Shanghai"".",1930,12,0,1,1,0,0,0,4488
"Melle, Belgium",Sabena,Fokker F-VII,2,0,2,2,0,2,0,"After deciding to return to his base because of fog, the pilot of the mail plane  lowered his altitude and struck the ground.",1931,1,0,1,0,0,0,1,4487
"Bluff Mountain, Washington",Varney Air Lines,Boeing 40,1,0,1,1,0,1,0,The mail plane flew into Bluff Mountain in dense fog.,1931,1,0,1,0,0,0,1,4486
"Wairoa, New Zealand",Dominion Air Lines,Desoutter II,3,2,1,3,2,1,0,While droping a mail bag the plane stalled and crashed.,1931,2,0,1,1,0,0,0,4485
"Bagot, Manitoba, Canada",Western Canada Airways,Fokker Universal F-14,3,2,1,2,2,0,0,"The plane carrying mail, crashed into a field, turned over and burst into flames. There was heavy fog in the area of the accident.",1931,2,0,1,1,0,0,0,4484
Off Spain,Aeropostale,Latecoere 32,3,0,3,1,0,1,0,Crashed due to fuel exhaustion after encountering strong headwinds and getting lost.,1931,2,0,1,1,0,0,0,4483
"New South Wales, Australia",Australian National Airways,Avro 10,8,6,2,8,6,2,0,Crashed in the Snowy Mountains in poor weather conditions. Wreckage found 10/26/1958.,1931,3,0,1,1,0,1,0,4482
"Bazaar, Kansas",Trans Continental and Western Air,Fokker F10A Trimotor,8,6,2,8,6,2,0,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed.",1931,3,0,1,1,0,0,0,4481
